num,time,ua,ub,uc,ia,ib,ic,P,S,PF,F,Pa,Pb,Pc,Sa,Sb,Sc,PFa,PFb,PFc,v
62005,2019-7-21 08:00:04.170,237.05,239.44,236.61,1.35,2.034,1.788,665,1230,0.54,49.96,188,291,186,320,487,423,0.588,0.599,0.439,900
62006,2019-7-21 08:00:04.377,236.89,239.38,236.47,1.35,2.04,1.788,664,1229,0.541,49.96,187,293,184,319,488,422,0.589,0.6,0.437,900
62007,2019-7-21 08:00:04.548,236.89,239.38,236.47,1.35,2.04,1.788,664,1229,0.541,49.96,187,293,184,319,488,422,0.589,0.6,0.437,900
62008,2019-7-21 08:00:04.749,236.91,239.42,236.5,1.344,2.04,1.788,663,1229,0.538,49.96,187,293,183,319,488,422,0.589,0.6,0.436,900
62009,2019-7-21 08:00:04.971,236.91,239.42,236.5,1.344,2.04,1.788,663,1229,0.538,49.96,187,293,183,319,488,422,0.589,0.6,0.436,900
62010,2019-7-21 08:00:05.188,236.87,239.4,236.5,1.344,2.052,1.788,664,1231,0.54,49.96,187,294,183,318,491,422,0.59,0.599,0.435,900
62011,2019-7-21 08:00:05.415,236.87,239.4,236.5,1.344,2.052,1.788,664,1231,0.54,49.96,187,294,183,318,491,422,0.59,0.599,0.435,900
62012,2019-7-21 08:00:05.677,236.91,239.38,236.5,1.344,2.046,1.788,663,1229,0.538,49.96,187,293,183,318,489,422,0.591,0.599,0.435,900
62013,2019-7-21 08:00:05.855,236.91,239.38,236.5,1.344,2.046,1.788,663,1229,0.538,49.96,187,293,183,318,489,422,0.591,0.599,0.435,900
62014,2019-7-21 08:00:06.084,236.91,239.38,236.5,1.344,2.046,1.788,663,1229,0.538,49.96,187,293,183,318,489,422,0.591,0.599,0.435,900
62015,2019-7-21 08:00:06.298,236.94,239.42,236.52,1.35,2.052,1.788,665,1233,0.54,49.96,188,294,183,319,491,423,0.592,0.6,0.435,900
62016,2019-7-21 08:00:06.518,236.94,239.42,236.52,1.35,2.052,1.788,665,1233,0.54,49.96,188,294,183,319,491,423,0.592,0.6,0.435,900
62017,2019-7-21 08:00:06.734,236.98,239.47,236.58,1.35,2.046,1.788,666,1233,0.54,49.96,188,294,184,319,491,423,0.589,0.6,0.436,900
62018,2019-7-21 08:00:06.966,236.98,239.47,236.58,1.35,2.046,1.788,666,1233,0.54,49.96,188,294,184,319,491,423,0.589,0.6,0.436,900
62019,2019-7-21 08:00:07.195,237,239.44,236.54,1.35,2.04,1.788,665,1230,0.54,49.96,188,293,184,319,488,423,0.59,0.599,0.436,900
62020,2019-7-21 08:00:07.412,237,239.44,236.54,1.35,2.04,1.788,665,1230,0.54,49.96,188,293,184,319,488,423,0.59,0.599,0.436,900
62021,2019-7-21 08:00:07.679,236.91,239.38,236.45,1.35,2.04,1.782,664,1229,0.541,49.96,188,293,183,319,488,422,0.59,0.599,0.436,900
62022,2019-7-21 08:00:07.848,236.91,239.38,236.45,1.35,2.04,1.782,664,1229,0.541,49.96,188,293,183,319,488,422,0.59,0.599,0.436,900
62023,2019-7-21 08:00:08.059,236.91,239.38,236.45,1.35,2.04,1.782,664,1229,0.541,49.96,188,293,183,319,488,422,0.59,0.599,0.436,900
62024,2019-7-21 08:00:08.283,236.91,239.4,236.45,1.35,2.046,1.782,664,1229,0.541,49.96,188,293,183,319,489,421,0.59,0.599,0.435,900
62025,2019-7-21 08:00:08.499,236.91,239.4,236.45,1.35,2.046,1.782,664,1229,0.541,49.96,188,293,183,319,489,421,0.59,0.599,0.435,900
62026,2019-7-21 08:00:08.730,236.94,239.4,236.45,1.344,2.046,1.782,664,1231,0.54,49.96,188,294,182,319,491,421,0.592,0.599,0.434,900
62027,2019-7-21 08:00:08.943,236.94,239.4,236.45,1.344,2.046,1.782,664,1231,0.54,49.96,188,294,182,319,491,421,0.592,0.599,0.434,900
62028,2019-7-21 08:00:09.189,236.96,239.49,236.52,1.344,2.052,1.782,663,1232,0.536,49.96,187,294,182,318,492,422,0.59,0.598,0.431,900
62029,2019-7-21 08:00:09.397,236.96,239.49,236.52,1.344,2.052,1.782,663,1232,0.536,49.96,187,294,182,318,492,422,0.59,0.598,0.431,900
62030,2019-7-21 08:00:09.616,236.96,239.49,236.52,1.344,2.052,1.782,663,1232,0.536,49.96,187,294,182,318,492,422,0.59,0.598,0.431,900
62031,2019-7-21 08:00:09.834,236.94,239.51,236.54,1.344,2.052,1.782,663,1231,0.536,49.96,187,294,182,318,491,422,0.591,0.598,0.433,900
62032,2019-7-21 08:00:10.056,236.94,239.51,236.54,1.344,2.052,1.782,663,1231,0.536,49.96,187,294,182,318,491,422,0.591,0.598,0.433,900
62033,2019-7-21 08:00:10.270,237.02,239.58,236.63,1.344,2.052,1.788,663,1231,0.536,49.96,187,294,182,318,491,422,0.59,0.598,0.433,900
62034,2019-7-21 08:00:10.495,237.02,239.58,236.63,1.344,2.052,1.788,663,1231,0.536,49.96,187,294,182,318,491,422,0.59,0.598,0.433,900
62035,2019-7-21 08:00:10.718,237.09,239.6,236.67,1.344,2.046,1.788,664,1232,0.54,49.96,188,293,183,319,491,422,0.59,0.598,0.433,900
62036,2019-7-21 08:00:10.937,237.09,239.6,236.67,1.344,2.046,1.788,664,1232,0.54,49.96,188,293,183,319,491,422,0.59,0.598,0.433,900
62037,2019-7-21 08:00:11.194,237.11,239.58,236.65,1.35,2.046,1.788,664,1230,0.54,49.96,188,293,183,319,489,422,0.591,0.597,0.434,900
62038,2019-7-21 08:00:11.376,237.11,239.58,236.65,1.35,2.046,1.788,664,1230,0.54,49.96,188,293,183,319,489,422,0.591,0.597,0.434,900
62039,2019-7-21 08:00:11.610,237.11,239.58,236.65,1.35,2.046,1.788,664,1230,0.54,49.96,188,293,183,319,489,422,0.591,0.597,0.434,900
62040,2019-7-21 08:00:11.811,237.07,239.53,236.58,1.344,2.04,1.782,661,1229,0.538,49.96,188,291,182,319,489,421,0.592,0.597,0.433,900
62041,2019-7-21 08:00:12.048,237.07,239.53,236.58,1.344,2.04,1.782,661,1229,0.538,49.96,188,291,182,319,489,421,0.592,0.597,0.433,900
62042,2019-7-21 08:00:12.258,237,239.47,236.5,1.344,2.046,1.782,664,1229,0.541,49.96,188,293,183,319,489,421,0.592,0.598,0.435,900
62043,2019-7-21 08:00:12.483,237,239.47,236.5,1.344,2.046,1.782,664,1229,0.541,49.96,188,293,183,319,489,421,0.592,0.598,0.435,900
62044,2019-7-21 08:00:12.705,236.98,239.47,236.52,1.344,2.04,1.782,663,1228,0.538,49.97,187,293,183,318,488,422,0.59,0.598,0.435,900
62045,2019-7-21 08:00:12.944,236.98,239.47,236.52,1.344,2.04,1.782,663,1228,0.538,49.97,187,293,183,318,488,422,0.59,0.598,0.435,900
62046,2019-7-21 08:00:13.268,237,239.51,236.54,1.344,2.046,1.788,663,1231,0.536,49.97,188,293,182,318,491,422,0.591,0.599,0.433,900
62047,2019-7-21 08:00:13.479,237,239.51,236.54,1.344,2.046,1.788,663,1231,0.536,49.97,188,293,182,318,491,422,0.591,0.599,0.433,900
62048,2019-7-21 08:00:13.650,237,239.51,236.54,1.344,2.046,1.788,663,1231,0.536,49.97,188,293,182,318,491,422,0.591,0.599,0.433,900
62049,2019-7-21 08:00:13.818,236.96,239.49,236.5,1.344,2.04,1.782,663,1228,0.538,49.97,187,293,183,318,488,422,0.589,0.6,0.434,900
62050,2019-7-21 08:00:14.036,236.96,239.49,236.5,1.344,2.04,1.782,663,1228,0.538,49.97,187,293,183,318,488,422,0.589,0.6,0.434,900
62051,2019-7-21 08:00:14.272,236.98,239.51,236.54,1.344,2.046,1.782,663,1229,0.538,49.97,187,293,183,318,489,422,0.589,0.598,0.434,900
62052,2019-7-21 08:00:14.478,236.98,239.51,236.54,1.344,2.046,1.782,663,1229,0.538,49.97,187,293,183,318,489,422,0.589,0.598,0.434,900
62053,2019-7-21 08:00:14.709,237.09,239.55,236.63,1.344,2.04,1.782,661,1229,0.538,49.97,187,291,183,319,488,422,0.589,0.597,0.435,900
62054,2019-7-21 08:00:14.920,237.09,239.55,236.63,1.344,2.04,1.782,661,1229,0.538,49.97,187,291,183,319,488,422,0.589,0.597,0.435,900
62055,2019-7-21 08:00:15.204,237.05,239.51,236.58,1.344,2.04,1.782,662,1228,0.538,49.97,188,291,183,319,488,421,0.59,0.597,0.435,900
62056,2019-7-21 08:00:15.373,237.05,239.51,236.58,1.344,2.04,1.782,662,1228,0.538,49.97,188,291,183,319,488,421,0.59,0.597,0.435,900
62057,2019-7-21 08:00:15.586,237.05,239.51,236.58,1.344,2.04,1.782,662,1228,0.538,49.97,188,291,183,319,488,421,0.59,0.597,0.435,900
62058,2019-7-21 08:00:15.801,237.02,239.53,236.56,1.344,2.046,1.782,662,1229,0.538,49.97,187,293,182,318,489,422,0.59,0.598,0.433,900
62059,2019-7-21 08:00:16.029,237.02,239.53,236.56,1.344,2.046,1.782,662,1229,0.538,49.97,187,293,182,318,489,422,0.59,0.598,0.433,900
62060,2019-7-21 08:00:16.242,237,239.49,236.56,1.344,2.034,1.782,661,1229,0.538,49.97,187,291,183,319,488,422,0.589,0.599,0.434,900
62061,2019-7-21 08:00:16.472,237,239.49,236.56,1.344,2.034,1.782,661,1229,0.538,49.97,187,291,183,319,488,422,0.589,0.599,0.434,900
62062,2019-7-21 08:00:16.702,237.05,239.53,236.61,1.344,2.04,1.782,663,1230,0.536,49.97,187,293,183,319,489,422,0.589,0.598,0.435,900
62063,2019-7-21 08:00:16.901,237.05,239.53,236.61,1.344,2.04,1.782,663,1230,0.536,49.97,187,293,183,319,489,422,0.589,0.598,0.435,900
62064,2019-7-21 08:00:17.121,237.05,239.53,236.61,1.344,2.04,1.782,663,1230,0.536,49.97,187,293,183,319,489,422,0.589,0.598,0.435,900
62065,2019-7-21 08:00:17.377,237.07,239.53,236.61,1.344,2.046,1.782,662,1232,0.536,49.97,187,293,182,319,491,422,0.59,0.598,0.433,900
62066,2019-7-21 08:00:17.562,237.07,239.53,236.61,1.344,2.046,1.782,662,1232,0.536,49.97,187,293,182,319,491,422,0.59,0.598,0.433,900
62067,2019-7-21 08:00:17.795,237.13,239.58,236.63,1.344,2.04,1.782,661,1229,0.538,49.97,188,291,182,319,489,421,0.589,0.597,0.433,900
62068,2019-7-21 08:00:18.008,237.13,239.58,236.63,1.344,2.04,1.782,661,1229,0.538,49.97,188,291,182,319,489,421,0.589,0.597,0.433,900
62069,2019-7-21 08:00:18.236,237.07,239.55,236.58,1.344,2.052,1.782,663,1232,0.536,49.97,187,294,182,318,492,422,0.59,0.598,0.432,900
62070,2019-7-21 08:00:18.447,237.07,239.55,236.58,1.344,2.052,1.782,663,1232,0.536,49.97,187,294,182,318,492,422,0.59,0.598,0.432,900
62071,2019-7-21 08:00:18.718,237.05,239.53,236.56,1.344,2.052,1.782,662,1230,0.538,49.97,187,293,182,318,491,421,0.591,0.597,0.432,900
62072,2019-7-21 08:00:18.893,237.05,239.53,236.56,1.344,2.052,1.782,662,1230,0.538,49.97,187,293,182,318,491,421,0.591,0.597,0.432,900
62073,2019-7-21 08:00:19.117,237.05,239.53,236.56,1.344,2.052,1.782,662,1230,0.538,49.97,187,293,182,318,491,421,0.591,0.597,0.432,900
62074,2019-7-21 08:00:19.332,236.96,239.4,236.5,1.344,2.046,1.782,664,1230,0.54,49.97,188,293,183,319,489,422,0.591,0.599,0.436,900
62075,2019-7-21 08:00:19.562,236.96,239.4,236.5,1.344,2.046,1.782,664,1230,0.54,49.97,188,293,183,319,489,422,0.591,0.599,0.436,900
62076,2019-7-21 08:00:19.773,236.96,239.44,236.52,1.344,2.046,1.788,666,1230,0.54,49.97,188,294,184,319,489,422,0.591,0.599,0.436,900
62077,2019-7-21 08:00:20.003,236.96,239.44,236.52,1.344,2.046,1.788,666,1230,0.54,49.97,188,294,184,319,489,422,0.591,0.599,0.436,900
62078,2019-7-21 08:00:20.217,236.98,239.49,236.54,1.344,2.052,1.782,664,1231,0.54,49.97,188,294,182,318,491,422,0.592,0.599,0.432,900
62079,2019-7-21 08:00:20.447,236.98,239.49,236.54,1.344,2.052,1.782,664,1231,0.54,49.97,188,294,182,318,491,422,0.592,0.599,0.432,900
62080,2019-7-21 08:00:20.726,236.98,239.49,236.56,1.344,2.046,1.788,664,1230,0.54,49.97,188,293,183,319,489,422,0.591,0.599,0.434,900
62081,2019-7-21 08:00:20.897,236.98,239.49,236.56,1.344,2.046,1.788,664,1230,0.54,49.97,188,293,183,319,489,422,0.591,0.599,0.434,900
62082,2019-7-21 08:00:21.105,236.98,239.49,236.56,1.344,2.046,1.788,664,1230,0.54,49.97,188,293,183,319,489,422,0.591,0.599,0.434,900
62083,2019-7-21 08:00:21.335,237,239.51,236.56,1.344,2.046,1.788,664,1230,0.54,49.98,187,293,184,319,488,423,0.589,0.599,0.436,900
62084,2019-7-21 08:00:21.505,237,239.51,236.56,1.344,2.046,1.788,664,1230,0.54,49.98,187,293,184,319,488,423,0.589,0.599,0.436,900
62085,2019-7-21 08:00:21.672,237,239.51,236.56,1.344,2.046,1.788,664,1230,0.54,49.98,187,293,184,319,488,423,0.589,0.599,0.436,900
62086,2019-7-21 08:00:21.842,237.02,239.51,236.61,1.35,2.04,1.794,665,1230,0.54,49.98,188,293,184,320,488,422,0.589,0.599,0.436,900
62087,2019-7-21 08:00:22.009,237.02,239.51,236.61,1.35,2.04,1.794,665,1230,0.54,49.98,188,293,184,320,488,422,0.589,0.599,0.436,900
62088,2019-7-21 08:00:22.226,236.98,239.49,236.61,1.344,2.034,1.782,661,1227,0.538,49.98,187,291,183,319,487,421,0.589,0.599,0.436,900
62089,2019-7-21 08:00:22.429,236.98,239.49,236.61,1.344,2.034,1.782,661,1227,0.538,49.98,187,291,183,319,487,421,0.589,0.599,0.436,900
