num,time,ua,ub,uc,ia,ib,ic,P,S,PF,F,Pa,Pb,Pc,Sa,Sb,Sc,PFa,PFb,PFc,v
54729,2019-7-21 07:23:17.390,236.76,238.83,236.47,1.26,1.89,1.668,590,1143,0.515,50,167,260,163,298,451,394,0.56,0.576,0.414,600
54730,2019-7-21 07:23:17.558,236.76,238.83,236.47,1.26,1.89,1.668,590,1143,0.515,50,167,260,163,298,451,394,0.56,0.576,0.414,600
54731,2019-7-21 07:23:17.736,236.76,238.83,236.47,1.26,1.89,1.668,590,1143,0.515,50,167,260,163,298,451,394,0.56,0.576,0.414,600
54732,2019-7-21 07:23:17.960,236.78,238.83,236.45,1.26,1.902,1.668,590,1146,0.515,50,167,261,162,298,454,394,0.563,0.574,0.411,600
54733,2019-7-21 07:23:18.174,236.78,238.83,236.45,1.26,1.902,1.668,590,1146,0.515,50,167,261,162,298,454,394,0.563,0.574,0.411,600
54734,2019-7-21 07:23:18.392,236.76,238.76,236.45,1.26,1.89,1.668,588,1143,0.515,50,167,258,163,298,451,394,0.561,0.574,0.414,600
54735,2019-7-21 07:23:18.617,236.76,238.76,236.45,1.26,1.89,1.668,588,1143,0.515,50,167,258,163,298,451,394,0.561,0.574,0.414,600
54736,2019-7-21 07:23:18.833,236.74,238.76,236.45,1.26,1.89,1.668,588,1143,0.512,50,166,260,162,298,451,394,0.561,0.575,0.413,600
54737,2019-7-21 07:23:19.062,236.74,238.76,236.45,1.26,1.89,1.668,588,1143,0.512,50,166,260,162,298,451,394,0.561,0.575,0.413,600
54738,2019-7-21 07:23:19.340,236.67,238.72,236.41,1.26,1.89,1.674,590,1145,0.515,50,167,260,163,298,451,396,0.561,0.575,0.413,600
54739,2019-7-21 07:23:19.511,236.67,238.72,236.41,1.26,1.89,1.674,590,1145,0.515,50,167,260,163,298,451,396,0.561,0.575,0.413,600
54740,2019-7-21 07:23:19.724,236.67,238.72,236.41,1.26,1.89,1.674,590,1145,0.515,50,167,260,163,298,451,396,0.561,0.575,0.413,600
54741,2019-7-21 07:23:19.954,236.72,238.74,236.43,1.26,1.89,1.668,589,1143,0.515,50,167,260,162,298,451,394,0.561,0.575,0.413,600
54742,2019-7-21 07:23:20.165,236.72,238.74,236.43,1.26,1.89,1.668,589,1143,0.515,50,167,260,162,298,451,394,0.561,0.575,0.413,600
54743,2019-7-21 07:23:20.384,236.67,238.7,236.39,1.26,1.89,1.668,587,1143,0.512,50,167,258,162,298,451,394,0.563,0.575,0.413,600
54744,2019-7-21 07:23:20.626,236.67,238.7,236.39,1.26,1.89,1.668,587,1143,0.512,50,167,258,162,298,451,394,0.563,0.575,0.413,600
54745,2019-7-21 07:23:20.795,236.67,238.7,236.39,1.26,1.89,1.668,587,1143,0.512,50,167,258,162,298,451,394,0.563,0.575,0.413,600
54746,2019-7-21 07:23:20.965,236.61,238.65,236.32,1.26,1.896,1.674,589,1146,0.515,50,167,260,162,298,452,396,0.562,0.575,0.412,600
54747,2019-7-21 07:23:21.144,236.61,238.65,236.32,1.26,1.896,1.674,589,1146,0.515,50,167,260,162,298,452,396,0.562,0.575,0.412,600
54748,2019-7-21 07:23:21.333,236.61,238.7,236.32,1.26,1.902,1.668,589,1145,0.515,50,167,261,161,297,454,394,0.563,0.575,0.409,600
54749,2019-7-21 07:23:21.501,236.61,238.7,236.32,1.26,1.902,1.668,589,1145,0.515,50,167,261,161,297,454,394,0.563,0.575,0.409,600
54750,2019-7-21 07:23:21.727,236.61,238.7,236.32,1.26,1.902,1.668,589,1145,0.515,50,167,261,161,297,454,394,0.563,0.575,0.409,600
54751,2019-7-21 07:23:21.931,236.65,238.7,236.34,1.26,1.896,1.668,589,1144,0.515,49.99,167,260,162,298,452,394,0.562,0.575,0.411,600
54752,2019-7-21 07:23:22.160,236.65,238.7,236.34,1.26,1.896,1.668,589,1144,0.515,49.99,167,260,162,298,452,394,0.562,0.575,0.411,600
54753,2019-7-21 07:23:22.374,236.69,238.74,236.39,1.26,1.902,1.674,590,1148,0.513,50,167,261,162,298,454,396,0.562,0.576,0.411,600
54754,2019-7-21 07:23:22.600,236.69,238.74,236.39,1.26,1.902,1.674,590,1148,0.513,50,167,261,162,298,454,396,0.562,0.576,0.411,600
54755,2019-7-21 07:23:22.830,236.72,238.74,236.36,1.26,1.896,1.674,589,1144,0.515,50,167,260,162,298,452,394,0.563,0.575,0.411,600
54756,2019-7-21 07:23:23.048,236.72,238.74,236.36,1.26,1.896,1.674,589,1144,0.515,50,167,260,162,298,452,394,0.563,0.575,0.411,600
54757,2019-7-21 07:23:23.336,236.67,238.7,236.34,1.26,1.902,1.674,590,1146,0.515,50,167,261,162,298,454,394,0.564,0.576,0.411,600
54758,2019-7-21 07:23:23.506,236.67,238.7,236.34,1.26,1.902,1.674,590,1146,0.515,50,167,261,162,298,454,394,0.564,0.576,0.411,600
54759,2019-7-21 07:23:23.707,236.67,238.7,236.34,1.26,1.902,1.674,590,1146,0.515,50,167,261,162,298,454,394,0.564,0.576,0.411,600
54760,2019-7-21 07:23:23.949,236.74,238.76,236.39,1.26,1.902,1.674,590,1149,0.513,49.99,167,261,162,299,454,396,0.563,0.576,0.412,600
54761,2019-7-21 07:23:24.155,236.74,238.76,236.39,1.26,1.902,1.674,590,1149,0.513,49.99,167,261,162,299,454,396,0.563,0.576,0.412,600
54762,2019-7-21 07:23:24.395,236.74,238.74,236.39,1.26,1.902,1.674,590,1146,0.515,49.99,167,261,162,298,454,394,0.562,0.575,0.411,600
54763,2019-7-21 07:23:24.565,236.74,238.74,236.39,1.26,1.902,1.674,590,1146,0.515,49.99,167,261,162,298,454,394,0.562,0.575,0.411,600
54764,2019-7-21 07:23:24.739,236.74,238.74,236.39,1.26,1.902,1.674,590,1146,0.515,49.99,167,261,162,298,454,394,0.562,0.575,0.411,600
54765,2019-7-21 07:23:24.910,236.83,238.83,236.47,1.26,1.902,1.674,589,1148,0.513,50,167,260,162,298,454,396,0.562,0.574,0.41,600
54766,2019-7-21 07:23:25.082,236.83,238.83,236.47,1.26,1.902,1.674,589,1148,0.513,50,167,260,162,298,454,396,0.562,0.574,0.41,600
54767,2019-7-21 07:23:25.341,236.85,238.81,236.45,1.26,1.908,1.674,590,1149,0.513,50,167,261,162,298,455,396,0.563,0.574,0.409,600
54768,2019-7-21 07:23:25.519,236.85,238.81,236.45,1.26,1.908,1.674,590,1149,0.513,50,167,261,162,298,455,396,0.563,0.574,0.409,600
54769,2019-7-21 07:23:25.722,236.85,238.81,236.45,1.26,1.908,1.674,590,1149,0.513,50,167,261,162,298,455,396,0.563,0.574,0.409,600
54770,2019-7-21 07:23:25.891,236.85,238.81,236.45,1.26,1.908,1.674,590,1149,0.513,50,167,261,162,298,455,396,0.563,0.574,0.409,600
54771,2019-7-21 07:23:26.062,236.83,238.81,236.45,1.26,1.902,1.674,589,1146,0.515,50,167,261,161,298,454,394,0.562,0.574,0.409,600
54772,2019-7-21 07:23:26.232,236.83,238.81,236.45,1.26,1.902,1.674,589,1146,0.515,50,167,261,161,298,454,394,0.562,0.574,0.409,600
54773,2019-7-21 07:23:26.403,236.83,238.81,236.43,1.26,1.902,1.668,589,1146,0.515,50,167,261,161,298,454,394,0.563,0.574,0.409,600
54774,2019-7-21 07:23:26.582,236.83,238.81,236.43,1.26,1.902,1.668,589,1146,0.515,50,167,261,161,298,454,394,0.563,0.574,0.409,600
54775,2019-7-21 07:23:26.842,236.85,238.81,236.43,1.26,1.908,1.668,590,1147,0.513,49.99,168,261,161,298,455,394,0.565,0.574,0.408,600
54776,2019-7-21 07:23:27.036,236.85,238.81,236.43,1.26,1.908,1.668,590,1147,0.513,49.99,168,261,161,298,455,394,0.565,0.574,0.408,600
54777,2019-7-21 07:23:27.249,236.85,238.81,236.43,1.26,1.908,1.668,590,1147,0.513,49.99,168,261,161,298,455,394,0.565,0.574,0.408,600
54778,2019-7-21 07:23:27.476,236.8,238.76,236.36,1.26,1.908,1.668,590,1146,0.515,50,168,261,161,298,454,394,0.565,0.574,0.408,600
54779,2019-7-21 07:23:27.696,236.8,238.76,236.36,1.26,1.908,1.668,590,1146,0.515,50,168,261,161,298,454,394,0.565,0.574,0.408,600
54780,2019-7-21 07:23:27.949,236.83,238.81,236.39,1.26,1.908,1.668,588,1146,0.515,50,168,261,159,298,455,393,0.566,0.573,0.406,600
54781,2019-7-21 07:23:28.134,236.83,238.81,236.39,1.26,1.908,1.668,588,1146,0.515,50,168,261,159,298,455,393,0.566,0.573,0.406,600
54782,2019-7-21 07:23:28.368,236.76,238.74,236.36,1.26,1.908,1.668,589,1146,0.515,50,167,261,161,298,455,393,0.566,0.574,0.409,600
54783,2019-7-21 07:23:28.593,236.76,238.74,236.36,1.26,1.908,1.668,589,1146,0.515,50,167,261,161,298,455,393,0.566,0.574,0.409,600
54784,2019-7-21 07:23:28.762,236.76,238.74,236.36,1.26,1.908,1.668,589,1146,0.515,50,167,261,161,298,455,393,0.566,0.574,0.409,600
54785,2019-7-21 07:23:28.934,236.76,238.72,236.36,1.26,1.902,1.668,589,1145,0.515,49.99,168,260,161,298,454,393,0.566,0.573,0.41,600
54786,2019-7-21 07:23:29.102,236.76,238.72,236.36,1.26,1.902,1.668,589,1145,0.515,49.99,168,260,161,298,454,393,0.566,0.573,0.41,600
54787,2019-7-21 07:23:29.272,236.76,238.72,236.36,1.26,1.902,1.668,589,1145,0.515,49.99,168,260,161,298,454,393,0.566,0.573,0.41,600
54788,2019-7-21 07:23:29.459,236.83,238.76,236.39,1.26,1.908,1.668,591,1147,0.513,49.99,168,261,162,298,455,394,0.565,0.573,0.41,600
54789,2019-7-21 07:23:29.685,236.83,238.76,236.39,1.26,1.908,1.668,591,1147,0.513,49.99,168,261,162,298,455,394,0.565,0.573,0.41,600
54790,2019-7-21 07:23:29.901,236.8,238.72,236.36,1.26,1.908,1.674,590,1148,0.513,49.99,168,261,161,299,455,394,0.566,0.573,0.409,600
54791,2019-7-21 07:23:30.121,236.8,238.72,236.36,1.26,1.908,1.674,590,1148,0.513,49.99,168,261,161,299,455,394,0.566,0.573,0.409,600
54792,2019-7-21 07:23:30.368,236.8,238.74,236.34,1.266,1.902,1.668,589,1146,0.515,49.99,168,260,161,299,454,393,0.565,0.572,0.41,600
54793,2019-7-21 07:23:30.564,236.8,238.74,236.34,1.266,1.902,1.668,589,1146,0.515,49.99,168,260,161,299,454,393,0.565,0.572,0.41,600
54794,2019-7-21 07:23:30.850,236.85,238.78,236.36,1.26,1.902,1.668,589,1146,0.515,49.99,168,260,161,298,454,394,0.565,0.572,0.408,600
54795,2019-7-21 07:23:31.045,236.85,238.78,236.36,1.26,1.902,1.668,589,1146,0.515,49.99,168,260,161,298,454,394,0.565,0.572,0.408,600
54796,2019-7-21 07:23:31.231,236.85,238.78,236.36,1.26,1.902,1.668,589,1146,0.515,49.99,168,260,161,298,454,394,0.565,0.572,0.408,600
54797,2019-7-21 07:23:31.456,236.83,238.74,236.34,1.266,1.902,1.668,589,1146,0.515,49.99,168,260,161,299,454,393,0.566,0.573,0.41,600
54798,2019-7-21 07:23:31.676,236.83,238.74,236.34,1.266,1.902,1.668,589,1146,0.515,49.99,168,260,161,299,454,393,0.566,0.573,0.41,600
54799,2019-7-21 07:23:31.895,236.8,238.72,236.32,1.266,1.902,1.662,589,1146,0.515,49.99,168,260,161,299,454,393,0.566,0.573,0.41,600
54800,2019-7-21 07:23:32.112,236.8,238.72,236.32,1.266,1.902,1.662,589,1146,0.515,49.99,168,260,161,299,454,393,0.566,0.573,0.41,600
54801,2019-7-21 07:23:32.365,236.78,238.72,236.34,1.266,1.902,1.662,590,1146,0.515,49.99,168,260,162,299,454,393,0.566,0.573,0.411,600
54802,2019-7-21 07:23:32.553,236.78,238.72,236.34,1.266,1.902,1.662,590,1146,0.515,49.99,168,260,162,299,454,393,0.566,0.573,0.411,600
54803,2019-7-21 07:23:32.777,236.78,238.72,236.34,1.266,1.902,1.662,590,1146,0.515,49.99,168,260,162,299,454,393,0.566,0.573,0.411,600
54804,2019-7-21 07:23:32.997,236.8,238.72,236.36,1.266,1.896,1.668,589,1145,0.515,49.99,168,258,163,299,452,394,0.564,0.574,0.415,600
54805,2019-7-21 07:23:33.216,236.8,238.72,236.36,1.266,1.896,1.668,589,1145,0.515,49.99,168,258,163,299,452,394,0.564,0.574,0.415,600
54806,2019-7-21 07:23:33.438,236.83,238.7,236.39,1.266,1.896,1.668,588,1144,0.515,49.99,168,258,162,299,451,394,0.564,0.572,0.413,600
54807,2019-7-21 07:23:33.659,236.83,238.7,236.39,1.266,1.896,1.668,588,1144,0.515,49.99,168,258,162,299,451,394,0.564,0.572,0.413,600
54808,2019-7-21 07:23:33.881,236.8,238.67,236.3,1.266,1.896,1.668,588,1143,0.515,49.99,168,258,162,299,451,393,0.565,0.572,0.413,600
54809,2019-7-21 07:23:34.095,236.8,238.67,236.3,1.266,1.896,1.668,588,1143,0.515,49.99,168,258,162,299,451,393,0.565,0.572,0.413,600
54810,2019-7-21 07:23:34.367,236.74,238.65,236.3,1.266,1.896,1.668,588,1143,0.515,49.98,168,258,162,299,451,393,0.564,0.573,0.412,600
54811,2019-7-21 07:23:34.541,236.74,238.65,236.3,1.266,1.896,1.668,588,1143,0.515,49.98,168,258,162,299,451,393,0.564,0.573,0.412,600
54812,2019-7-21 07:23:34.762,236.74,238.65,236.3,1.266,1.896,1.668,588,1143,0.515,49.98,168,258,162,299,451,393,0.564,0.573,0.412,600
54813,2019-7-21 07:23:34.988,236.8,238.74,236.41,1.266,1.89,1.668,588,1143,0.515,49.98,167,258,163,299,450,394,0.561,0.573,0.415,600
54814,2019-7-21 07:23:35.204,236.8,238.74,236.41,1.266,1.89,1.668,588,1143,0.515,49.98,167,258,163,299,450,394,0.561,0.573,0.415,600
54815,2019-7-21 07:23:35.434,236.74,238.72,236.39,1.266,1.89,1.674,590,1146,0.515,49.98,167,260,163,299,451,396,0.559,0.574,0.413,600
54816,2019-7-21 07:23:35.645,236.74,238.72,236.39,1.266,1.89,1.674,590,1146,0.515,49.98,167,260,163,299,451,396,0.559,0.574,0.413,600
54817,2019-7-21 07:23:35.876,236.78,238.74,236.43,1.266,1.89,1.674,588,1144,0.515,49.98,167,258,163,299,451,394,0.56,0.573,0.415,600
54818,2019-7-21 07:23:36.088,236.78,238.74,236.43,1.266,1.89,1.674,588,1144,0.515,49.98,167,258,163,299,451,394,0.56,0.573,0.415,600
54819,2019-7-21 07:23:36.261,236.78,238.74,236.43,1.266,1.89,1.674,588,1144,0.515,49.98,167,258,163,299,451,394,0.56,0.573,0.415,600
54820,2019-7-21 07:23:36.435,236.69,238.7,236.34,1.266,1.896,1.674,587,1145,0.512,49.98,167,258,162,299,452,394,0.561,0.573,0.413,600
54821,2019-7-21 07:23:36.607,236.69,238.7,236.34,1.266,1.896,1.674,587,1145,0.512,49.98,167,258,162,299,452,394,0.561,0.573,0.413,600
54822,2019-7-21 07:23:36.780,236.69,238.7,236.34,1.266,1.896,1.674,587,1145,0.512,49.98,167,258,162,299,452,394,0.561,0.573,0.413,600
54823,2019-7-21 07:23:36.984,236.76,238.76,236.43,1.266,1.896,1.674,590,1147,0.513,49.98,167,260,163,299,452,396,0.561,0.573,0.413,600
54824,2019-7-21 07:23:37.205,236.76,238.76,236.43,1.266,1.896,1.674,590,1147,0.513,49.98,167,260,163,299,452,396,0.561,0.573,0.413,600
54825,2019-7-21 07:23:37.448,236.74,238.74,236.39,1.266,1.89,1.674,588,1144,0.515,49.98,167,258,163,299,451,394,0.56,0.574,0.414,600
54826,2019-7-21 07:23:37.634,236.74,238.74,236.39,1.266,1.89,1.674,588,1144,0.515,49.98,167,258,163,299,451,394,0.56,0.574,0.414,600
54827,2019-7-21 07:23:37.872,236.72,238.72,236.32,1.266,1.896,1.668,589,1145,0.515,49.98,167,260,162,299,452,394,0.562,0.574,0.413,600
54828,2019-7-21 07:23:38.078,236.72,238.72,236.32,1.266,1.896,1.668,589,1145,0.515,49.98,167,260,162,299,452,394,0.562,0.574,0.413,600
54829,2019-7-21 07:23:38.378,236.69,238.7,236.32,1.266,1.896,1.674,590,1147,0.513,49.98,167,260,163,299,452,396,0.562,0.574,0.413,600
54830,2019-7-21 07:23:38.547,236.69,238.7,236.32,1.266,1.896,1.674,590,1147,0.513,49.98,167,260,163,299,452,396,0.562,0.574,0.413,600
54831,2019-7-21 07:23:38.738,236.69,238.7,236.32,1.266,1.896,1.674,590,1147,0.513,49.98,167,260,163,299,452,396,0.562,0.574,0.413,600
54832,2019-7-21 07:23:38.970,236.67,238.7,236.3,1.266,1.902,1.674,590,1149,0.513,49.98,167,260,163,299,454,396,0.561,0.574,0.412,600
54833,2019-7-21 07:23:39.182,236.67,238.7,236.3,1.266,1.902,1.674,590,1149,0.513,49.98,167,260,163,299,454,396,0.561,0.574,0.412,600
54834,2019-7-21 07:23:39.413,236.69,238.67,236.32,1.266,1.896,1.674,587,1145,0.512,49.98,167,258,162,299,452,394,0.563,0.573,0.412,600
54835,2019-7-21 07:23:39.631,236.69,238.67,236.32,1.266,1.896,1.674,587,1145,0.512,49.98,167,258,162,299,452,394,0.563,0.573,0.412,600
54836,2019-7-21 07:23:39.875,236.78,238.7,236.32,1.266,1.896,1.668,587,1144,0.512,49.98,168,258,161,299,452,393,0.564,0.572,0.411,600
54837,2019-7-21 07:23:40.064,236.78,238.7,236.32,1.266,1.896,1.668,587,1144,0.512,49.98,168,258,161,299,452,393,0.564,0.572,0.411,600
54838,2019-7-21 07:23:40.297,236.78,238.7,236.32,1.266,1.896,1.668,587,1144,0.512,49.98,168,258,161,299,452,393,0.564,0.572,0.411,600
54839,2019-7-21 07:23:40.508,236.8,238.63,236.23,1.266,1.902,1.668,589,1146,0.515,49.98,170,258,161,299,454,393,0.565,0.572,0.413,600
54840,2019-7-21 07:23:40.736,236.8,238.63,236.23,1.266,1.902,1.668,589,1146,0.515,49.98,170,258,161,299,454,393,0.565,0.572,0.413,600
54841,2019-7-21 07:23:40.950,236.76,238.59,236.25,1.272,1.89,1.668,589,1144,0.515,49.98,168,258,163,300,451,393,0.563,0.573,0.417,600
54842,2019-7-21 07:23:41.186,236.76,238.59,236.25,1.272,1.89,1.668,589,1144,0.515,49.98,168,258,163,300,451,393,0.563,0.573,0.417,600
54843,2019-7-21 07:23:41.357,236.76,238.59,236.25,1.272,1.89,1.668,589,1144,0.515,49.98,168,258,163,300,451,393,0.563,0.573,0.417,600
54844,2019-7-21 07:23:41.529,236.8,238.63,236.3,1.272,1.89,1.668,591,1144,0.515,49.98,170,258,163,300,451,393,0.563,0.573,0.416,600
54845,2019-7-21 07:23:41.711,236.8,238.63,236.3,1.272,1.89,1.668,591,1144,0.515,49.98,170,258,163,300,451,393,0.563,0.573,0.416,600
54846,2019-7-21 07:23:41.885,236.83,238.61,236.32,1.272,1.89,1.668,591,1146,0.515,49.98,168,258,165,302,450,394,0.561,0.574,0.418,600
54847,2019-7-21 07:23:42.052,236.83,238.61,236.32,1.272,1.89,1.668,591,1146,0.515,49.98,168,258,165,302,450,394,0.561,0.574,0.418,600
54848,2019-7-21 07:23:42.288,236.83,238.61,236.32,1.272,1.89,1.668,591,1146,0.515,49.98,168,258,165,302,450,394,0.561,0.574,0.418,600
54849,2019-7-21 07:23:42.456,236.83,238.61,236.32,1.272,1.89,1.668,591,1146,0.515,49.98,168,258,165,302,450,394,0.561,0.574,0.418,600
54850,2019-7-21 07:23:42.630,236.87,238.65,236.34,1.272,1.89,1.668,589,1145,0.515,49.98,168,258,163,300,451,394,0.563,0.572,0.416,600
54851,2019-7-21 07:23:42.798,236.87,238.65,236.34,1.272,1.89,1.668,589,1145,0.515,49.98,168,258,163,300,451,394,0.563,0.572,0.416,600
54852,2019-7-21 07:23:42.970,236.87,238.63,236.32,1.272,1.884,1.668,588,1143,0.515,49.98,168,257,163,302,448,393,0.561,0.573,0.417,600
54853,2019-7-21 07:23:43.161,236.87,238.63,236.32,1.272,1.884,1.668,588,1143,0.515,49.98,168,257,163,302,448,393,0.561,0.573,0.417,600
54854,2019-7-21 07:23:43.392,236.76,238.56,236.3,1.272,1.884,1.668,591,1144,0.515,49.97,168,258,165,300,450,394,0.562,0.574,0.419,600
54855,2019-7-21 07:23:43.617,236.76,238.56,236.3,1.272,1.884,1.668,591,1144,0.515,49.97,168,258,165,300,450,394,0.562,0.574,0.419,600
54856,2019-7-21 07:23:43.885,236.8,238.59,236.3,1.272,1.884,1.668,591,1144,0.515,49.97,168,258,165,300,450,394,0.564,0.573,0.417,600
54857,2019-7-21 07:23:44.060,236.8,238.59,236.3,1.272,1.884,1.668,591,1144,0.515,49.97,168,258,165,300,450,394,0.564,0.573,0.417,600
54858,2019-7-21 07:23:44.272,236.8,238.59,236.3,1.272,1.884,1.668,591,1144,0.515,49.97,168,258,165,300,450,394,0.564,0.573,0.417,600
54859,2019-7-21 07:23:44.483,236.78,238.54,236.23,1.272,1.896,1.668,591,1145,0.515,49.98,170,258,163,300,451,394,0.565,0.574,0.415,600
54860,2019-7-21 07:23:44.708,236.78,238.54,236.23,1.272,1.896,1.668,591,1145,0.515,49.98,170,258,163,300,451,394,0.565,0.574,0.415,600
54861,2019-7-21 07:23:44.925,236.89,238.7,236.34,1.272,1.902,1.674,592,1148,0.513,49.98,170,260,162,300,454,394,0.566,0.574,0.413,600
54862,2019-7-21 07:23:45.145,236.89,238.7,236.34,1.272,1.902,1.674,592,1148,0.513,49.98,170,260,162,300,454,394,0.566,0.574,0.413,600
54863,2019-7-21 07:23:45.396,236.87,238.72,236.34,1.266,1.896,1.674,590,1147,0.513,49.98,168,260,162,299,452,396,0.565,0.574,0.411,600
54864,2019-7-21 07:23:45.584,236.87,238.72,236.34,1.266,1.896,1.674,590,1147,0.513,49.98,168,260,162,299,452,396,0.565,0.574,0.411,600
54865,2019-7-21 07:23:45.814,236.87,238.72,236.34,1.266,1.896,1.674,590,1147,0.513,49.98,168,260,162,299,452,396,0.565,0.574,0.411,600
54866,2019-7-21 07:23:46.048,236.87,238.72,236.39,1.266,1.902,1.674,590,1150,0.513,49.98,168,260,162,300,454,396,0.564,0.573,0.412,600
54867,2019-7-21 07:23:46.219,236.87,238.72,236.39,1.266,1.902,1.674,590,1150,0.513,49.98,168,260,162,300,454,396,0.564,0.573,0.412,600
54868,2019-7-21 07:23:46.392,236.87,238.72,236.39,1.266,1.902,1.674,590,1150,0.513,49.98,168,260,162,300,454,396,0.564,0.573,0.412,600
54869,2019-7-21 07:23:46.572,236.89,238.76,236.36,1.266,1.902,1.674,590,1148,0.513,49.98,168,260,162,300,454,394,0.564,0.573,0.412,600
54870,2019-7-21 07:23:46.743,236.89,238.76,236.36,1.266,1.902,1.674,590,1148,0.513,49.98,168,260,162,300,454,394,0.564,0.573,0.412,600
54871,2019-7-21 07:23:46.916,236.94,238.83,236.45,1.266,1.902,1.674,590,1148,0.513,49.98,168,260,162,300,454,394,0.563,0.573,0.412,600
54872,2019-7-21 07:23:47.139,236.94,238.83,236.45,1.266,1.902,1.674,590,1148,0.513,49.98,168,260,162,300,454,394,0.563,0.573,0.412,600
54873,2019-7-21 07:23:47.469,236.91,238.81,236.41,1.266,1.896,1.668,588,1144,0.515,49.98,168,258,162,299,452,393,0.563,0.572,0.412,600
54874,2019-7-21 07:23:47.638,236.91,238.81,236.41,1.266,1.896,1.668,588,1144,0.515,49.98,168,258,162,299,452,393,0.563,0.572,0.412,600
54875,2019-7-21 07:23:47.813,236.91,238.81,236.41,1.266,1.896,1.668,588,1144,0.515,49.98,168,258,162,299,452,393,0.563,0.572,0.412,600
54876,2019-7-21 07:23:48.017,236.96,238.7,236.28,1.272,1.896,1.662,590,1145,0.515,49.98,170,258,162,300,452,393,0.568,0.571,0.412,600
54877,2019-7-21 07:23:48.247,236.96,238.7,236.28,1.272,1.896,1.662,590,1145,0.515,49.98,170,258,162,300,452,393,0.568,0.571,0.412,600
54878,2019-7-21 07:23:48.467,236.94,238.7,236.25,1.266,1.902,1.656,587,1145,0.512,49.98,170,258,159,299,454,392,0.569,0.569,0.408,600
54879,2019-7-21 07:23:48.688,236.94,238.7,236.25,1.266,1.902,1.656,587,1145,0.512,49.98,170,258,159,299,454,392,0.569,0.569,0.408,600
54880,2019-7-21 07:23:48.916,237,238.67,236.3,1.272,1.89,1.662,587,1142,0.513,49.98,170,256,161,300,450,392,0.565,0.569,0.412,600
54881,2019-7-21 07:23:49.127,237,238.67,236.3,1.272,1.89,1.662,587,1142,0.513,49.98,170,256,161,300,450,392,0.565,0.569,0.412,600
54882,2019-7-21 07:23:49.405,237.13,238.81,236.41,1.266,1.896,1.656,586,1144,0.512,49.98,170,257,159,300,452,392,0.567,0.568,0.409,600
54883,2019-7-21 07:23:49.574,237.13,238.81,236.41,1.266,1.896,1.656,586,1144,0.512,49.98,170,257,159,300,452,392,0.567,0.568,0.409,600
54884,2019-7-21 07:23:49.792,237.13,238.81,236.41,1.266,1.896,1.656,586,1144,0.512,49.98,170,257,159,300,452,392,0.567,0.568,0.409,600
54885,2019-7-21 07:23:50.007,237.13,238.83,236.36,1.266,1.89,1.65,585,1141,0.513,49.99,170,256,159,300,451,390,0.568,0.567,0.408,600
54886,2019-7-21 07:23:50.236,237.13,238.83,236.36,1.266,1.89,1.65,585,1141,0.513,49.99,170,256,159,300,451,390,0.568,0.567,0.408,600
54887,2019-7-21 07:23:50.451,237.16,238.85,236.41,1.266,1.896,1.65,585,1141,0.513,49.99,170,257,158,299,452,390,0.567,0.568,0.407,600
61971,2019-7-21 07:59:54.548,236.96,239.36,236.47,1.338,2.04,1.77,657,1222,0.537,49.96,187,290,180,316,488,418,0.592,0.596,0.431,900
61972,2019-7-21 07:59:54.959,236.98,239.38,236.5,1.338,2.034,1.77,657,1221,0.538,49.96,187,290,180,316,487,418,0.591,0.596,0.431,900
61973,2019-7-21 07:59:55.319,237.02,239.4,236.54,1.338,2.034,1.77,656,1221,0.538,49.96,187,290,179,316,487,418,0.591,0.596,0.43,900
61974,2019-7-21 07:59:55.671,236.91,239.27,236.45,1.338,2.022,1.77,657,1219,0.538,49.96,186,289,182,318,483,418,0.588,0.597,0.437,900
61975,2019-7-21 07:59:55.991,236.91,239.27,236.45,1.338,2.022,1.77,657,1219,0.538,49.96,186,289,182,318,483,418,0.588,0.597,0.437,900
61976,2019-7-21 07:59:56.312,236.91,239.29,236.47,1.338,2.022,1.77,658,1220,0.538,49.96,187,289,182,318,484,418,0.588,0.598,0.435,900
61977,2019-7-21 07:59:56.651,236.96,239.31,236.5,1.344,2.028,1.776,659,1222,0.537,49.96,187,290,182,318,485,419,0.59,0.598,0.436,900
61978,2019-7-21 07:59:56.967,236.96,239.31,236.5,1.344,2.028,1.776,659,1222,0.537,49.96,187,290,182,318,485,419,0.59,0.598,0.436,900
61979,2019-7-21 07:59:57.380,236.98,239.29,236.5,1.344,2.022,1.776,661,1223,0.54,49.96,188,290,183,319,485,419,0.59,0.599,0.437,900
61980,2019-7-21 07:59:57.713,237.02,239.33,236.54,1.35,2.028,1.776,661,1227,0.538,49.96,188,290,183,319,487,421,0.592,0.598,0.436,900
61981,2019-7-21 07:59:58.043,237.02,239.33,236.54,1.35,2.028,1.776,661,1227,0.538,49.96,188,290,183,319,487,421,0.592,0.598,0.436,900
61982,2019-7-21 07:59:58.376,236.98,239.33,236.5,1.344,2.04,1.776,662,1228,0.538,49.96,188,291,183,319,488,421,0.591,0.599,0.437,900
61983,2019-7-21 07:59:58.689,236.94,239.31,236.45,1.344,2.04,1.782,664,1228,0.541,49.96,188,293,183,319,488,421,0.592,0.599,0.437,900
61984,2019-7-21 07:59:59.163,236.94,239.33,236.45,1.35,2.046,1.782,664,1230,0.54,49.96,188,293,183,319,489,422,0.591,0.6,0.437,900
